Código,Nombre,Dirección,C.P.,Municipio,Pedanía,Teléfono,Fax,Email,URL Real,URL Corta,Latitud,Longitud,Descripción,Foto 1,Foto 2,Foto 3,Foto 4,Foto 5,Foto 6,Foto 7,Foto 8,Foto 9,Foto 10,Foto 11,Foto 12,Foto 13,Foto 14
4784,CENTRO DE INTERPRETACIÓN DEL FOLKLORE,"C/ Empredrá, 9",30530,Cieza,,658 641 101,,info@centrodefolklore.com,http://www.centrodefolklore.com,http://www.centrodefolklore.com,-14.263.885,382.378.091,"Diseñado con vocación interpretativa y didáctica. El Centro de Interpretación del Folklore muestra una singular exposición sobre las tradiciones y modos de vida de la región, que han ido perdiéndose paulatinamente a causa de la modernización y la industrialización.<br><br>Sus dos salas albergan los aspectos más destacados de la cultura tradicional en la Región de Murcia. Las manifestaciones folklóricas tradicionales (música, canto, danza y vestuario) constituyen el hilo conductor de la primera sala del Centro mientras que la sala interior, más espaciosa, queda destinada a la representación de las costumbre rurales, oficios perdidos y vida tradicional en la huerta, a través de la recreación de una vivienda tradicional, con enseres y mobiliarios originales, así como la representación de viejos oficios que antaño formaban parte del día a día en la vida de los huertanos murcianos de los siglos XVIII y XIX.",http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/CENTROS-INTERPRETACION_1_4784_1_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/CENTROS-INTERPRETACION_1_4784_3_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/CENTROS-INTERPRETACION_1_4784_2_g.jpg,,,,,,,,,,,
42,Centro Etnográfico Casa del Cura,Casa del Cura,30890,Puerto Lumbreras,PUERTO LUMBRERAS,968 436 153 / 652 902 282,,oficinadeturismo@puertolumbreras.es,www.puertolumbreras.es,,-1.801.329,37.565.643,"<br><br>Este espacio museístico se ubica en la Casa del Cura y ofrece exposiciones permanentes sobre las <b>tradiciones agrícolas y ganaderas</b> del municipio a lo largo de su historia. <br><br>El edificio que lo alberga se encuentra en la emblemática finca conocida como la <b>Casa del Cura</b>, que data del siglo XIX, la cual ha experimentado una rehabilitación integral.<br><br>Este nuevo centro también cuenta con un <b>espacio audiovisual y multimedia</b en el que se pueden visionar documentales y trabajos multimedia sobre la historia de las tradiciones locales relacionadas con la agricultura y la ganadería.<br><br> Además, el Centro muestra <b>herramientas antiguas</b>, así como enseres típicos relacionados con el sector agrícola y ganadero. <br><br>Este centro se ha construido en una edificación anexa a la Casa del Cura, donde antiguamente se guardaban los aperos de labranza. <br><br>",http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/MUSEOS_1_42_1_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-42-2p_g.JPG,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-42-3p_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-42-7p_g.JPG,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-42-5p_g.JPG,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-42-6p_g.JPG,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-42-4p_g.jpg,,,,,,,
145,CENTRO LA ALBARDA DE RITOS Y TRADICIONES DEL CAMPO DE MOLINA,"Avd. de la Albarda, 74 - Pedanía La Albarda",30507,Molina de Segura,ALBARDA,Concejalía de Turismo Tlf. 968 388  Ext.522 / 523,,,,,-12.121.462,381.429.236,"<p>Lo escarpado de su orograf&iacute,a, las duras condiciones clim&aacute,ticas y la emigraci&oacute,n han determinado que el Campo de Molina sufra un estancamiento demogr&aacute,fico, pese a ocupar un 63% de la superficie del t&eacute,rmino, que ha hecho que se mantengan intactos en este entorno y hasta la actualidad, usos, tradiciones y creencias m&aacute,gicas de origen secular.</p><p>PLANTA BAJA<br />Comenzamos mostrando al visitante la diversa riqueza natural y las formas de vida del Campo de Molina. A la vez se da cuenta sobre la intervenci&oacute,n del hombre en el medio y la conservaci&oacute,n de los ecosistemas. Esto facilita la interpretaci&oacute,n del Patrimonio Rural tangible e intangible, las formas de vida, usos y costumbres de sus habitantes. Lugar destacado en esta planta ocupan los ritos m&aacute,gicos y las muestras del calendario festivo y anual del la comarca. Viejas creencias ancestrales que se han conservado en el tiempo y que conforman la cosmovisi&oacute,n de sus gentes. El patrimonio inmaterial en todo su esplendor.</p><p>PRIMERA PLANTA<br />Recoge la recreaci&oacute,n de una antigua aula de escuela unitaria. Pupitres, mapas y utensilios que presentan otras formas de ense&ntilde,anza alejadas en el tiempo.</p><p>ACTIVIDADES<br />A partir del a&ntilde,o 2008 se lleva a cabo desde la Concejal&iacute,a de Turismo un programa de actividades en el museo. Van dirigidas al visitante y al grupo familiar. Es una forma de dar a conocer esta parte del municipio molinense.</p><p>Las actividades tienen lugar el primer domingo de cada mes. Se trata de talleres, narraciones de leyendas, actividades relacionadas con la agricultura, juegos tradicionales, usos tradicionales de las plantas, realizaci&oacute,n de recetas de cocina, etc.</p>",http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-145-2p_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/museos_1_145_1_g.jpg,,,,,,,,,,,,
101,Ceutimagina,"C/ San Lucas, s/n",30562,Ceutí,CEUTI,868 923 132,868 923 340,informacion@ceutimagina.es,http://www.ceutimagina.es,,4216226,651935,"Ceutimagina es un espacio para las Artes y las Ciencias, un nuevo concepto de museo, donde dentro de un singular entorno arquitectónico, una antigua fábrica de conservas completamente remodelada, donde los visitantes podrán disfrutar de una <b>variada y sorprendente oferta cultural</b>.<br>Un museo dinámico, cuyas temáticas y contenidos se suceden acercando al visitante a las más exitosas exposiciones de grandes museos como el Museo de Historia Natural de Londres o los museos en Herbe o de la Ciencia y la Industria de París. Complementa su oferta lúdica con una firme voluntad didáctica mediante exhibiciones, talleres y mesas de experimentos, <b>obras de autores consagrados de la talla de Goya o Dalí</b> en la Sala de Arte. <br><br>Ceutimagina es además una puerta de entrada a la amplia <b>muestra cultural del municipio de Ceutí</b>, los museos Antonio Campillo, 7 chimeneas, o el Museo al Aire Libre son tan solo algunos ejemplos de la rica diversidad de sensaciones y experiencias que se abren ante los ojos de sus visitantes.",http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00000520041_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00000520045_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00000520042_g.jpg,,,,,,,,,,,
8673,CiuFRONT Museo Medieval de Lorca,Calle Mayor de Santa María,30800,Lorca,,,,direccion@ciufront.es,www.ciufront.es,,-17.010.774,3.767.826,"<p>El ciuFRONT Museo Medieval de Lorca surge de una iniciativa de la Federaci&oacute,n San Clemente de Lorca con la misi&oacute,n de conservar, exponer y enriquecer el conjunto de las colecciones y obras de arte que, estrechamente vinculadas a la historia medieval de Espa&ntilde,a y a las conmemoraciones de la historia de Lorca con motivo de las Festividades de San Clemente, constituyen una de las m&aacute,s destacadas manifestaciones culturales de la ciudad.</p><p>&nbsp,</p><p>En 2008 se realizan los primeros montajes temporales del ciuFRONT de modo que se convierte en un museo de presencia transitoria en diferentes&nbsp, edificios emblem&aacute,ticos de Lorca. El 19 de diciembre de 2018 el Excmo. Sr. Alcalde de la Ciudad de Lorca firma carta de compromiso de cesi&oacute,n de la antigua Iglesia de Santa Mar&iacute,a la Mayor como sede principal del museo y el 6 de mayo de 2019 la Junta de Gobierno de la Federaci&oacute,n San Clemente, a propuesta de su Presidente el Ilmo. Sr. Don Luis Antonio Torres del Alc&aacute,zar, aprueba por unanimidad la creaci&oacute,n jur&iacute,dica del museo como instituci&oacute,n.</p><p>&nbsp,</p><p>A lo largo de ese tiempo, el museo ha desarrollado un modelo ejemplar en el que la Federaci&oacute,n, ciudadan&iacute,a y las instituciones p&uacute,blicas han determinado su configuraci&oacute,n y crecimiento, a trav&eacute,s de importantes proyectos culturales, donaciones y cesi&oacute,n de obras que han estructurado los n&uacute,cleos principales de las colecciones y su crecimiento continuo.</p>",http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-8673-2p_g.png,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-8673-1p_g.png,,,,,,,,,,,,
28,Colección Cofradía del Rollo,"C/ Portillo de la Glorieta,  24",30520,Jumilla,JUMILLA,667 455 506,,info@cofradiadelrollo.com,,,4260108,646339,"<p>El museo cuenta con una colecci&oacute,n cercana a los 150 objetos relacionados con el <strong>Arte Sacro y la Semana Santa de Jumilla</strong>.</p><p>Pasos: Ecce-Homo (Gonz&aacute,lez Moreno, 1942), Descendimiento de la Cruz (Jos&eacute, Planes, 1952), Aparici&oacute,n a Santa Tom&aacute,s (Hern&aacute,ndez Navarro, 1985), Negaci&oacute,n de San Pedro (Hern&aacute,ndez Navarro, 1993).</p>",http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00001820011_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00001820012_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00001820013_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00001820018_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00001820015_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00001820016_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00001820017_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00001820014_g.jpg,,,,,,
19,Colección Museo del Mar,"C/ Lorenzo Morales, 1 Edif. Hogar del Pescador, 1ª planta",30740,San Pedro del Pinatar,SAN PEDRO DEL PINATAR,606 120 842,,museodelmarsanpedro@gmail.com,www.sanpedrodelpinatar.es,,4189884,694498,"<p>Muestra una amplia variedad de colecciones de caracolas marinas, dentadura de peces, caparazones de moluscos, miniaturas de artes de pesca t&iacute,picas del Mar Menor (como las enca&ntilde,izadas de Punta de Algas), colecciones de nudos y mapas cartogr&aacute,ficos, etc.</p>",http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-19-1p_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-19-4p_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-19-3p_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-19-2p_g.jpg,,,,,,,,,,
103,Fundación Casa Pintada - Museo Cristóbal Gabarrón,"C/ San Francisco, 14",30170,Mula,MULA,868610320,,infofcp@gabarron.org,http://www.gabarron.org/es/Fundaciones/Centros/MurciaMula/tabid/1281/Default.aspx,http://www.gabarron.org/es,-1.489.411,38.040.872,"<p>La Fundaci&oacute,n Casa Pintada es un proyecto cultural surgido y consolidado gracias a la colaboraci&oacute,n de la Fundaci&oacute,n Crist&oacute,bal Gabarr&oacute,n y el Ayuntamiento de Mula. Ubicado en una de las casas blasonadas m&aacute,s destacadas de la localidad, la denominada por sus excepcionales esgrafiados Casa Pintada, muestra un amplio recorrido por la trayectoria del artista Crist&oacute,bal Gabarr&oacute,n, siendo al mismo tiempo escaparate permanente de la nueva creatividad Murciana.<br /><br />Esta realidad que ha permitido el regreso a Mula de uno de sus artistas m&aacute,s reconocidos internacionalmente pretende establecerse como baluarte y vig&iacute,a de la cultura en la regi&oacute,n, siendo al mismo tiempo un referente de las culturas que tradicionalmente han estado presentes en esta regi&oacute,n, todo ello bajo el personal prisma y humanismo del artista Crist&oacute,bal Gabarr&oacute,n, ejemplo del necesario conocimiento de otras realidades y culturas.</p>",http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-103-1_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-103-3_g.JPG,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-103-7p_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-103-5_g.JPG,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-103-6_g.JPG,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-103-4_g.jpg,,,,,,,,
143,Fundación Pedro Cano,Avenida del Río Segura  S/N,30540,Blanca,BLANCA,968 778 446,,info@fundacionpedrocano.es,http://www.fundacionpedrocano.es,,-1.376.453,38.178.150,"<p>La Fundaci&oacute,n Pedro Cano alberga algunos de los mejores trabajos del <strong>artista blanque&ntilde,o</strong> y una colecci&oacute,n de todo tipo de pinturas que forman unos <strong>dos mil dibujos</strong>, adem&aacute,s de ser la responsable de una gran cantidad de actividades culturales en todas las artes.<br /><br /><strong>Planta O</strong>. Alberga la serie &#39,Clausuras&#39,, la recepci&oacute,n y una tienda.<br /><br /><strong>Planta 1.</strong> &#39,Vivir pintando&#39,. Un recorrido cronol&oacute,gico. Se puede ver el primer &oacute,leo que Pedro realiz&oacute, a los once a&ntilde,os y obras tan significativas en la trayectoria art&iacute,stica del pintor como &#39,Retrato de mi madre&#39,, &#39,Equipaje&#39, y &#39,Pompeyano&#39,.<br />Tambi&eacute,n se exhiben otras pertenecientes a algunas de sus series m&aacute,s importantes, como &#39,59 East 7th Street&#39,, &#39,Hortus&#39, e &#39,Il Fiume.<br /><br /><strong>Planta 2.</strong> &#39,Obra en papel&#39, que re&uacute,ne, entre otras piezas, sus cuadernos de viaje y sus 55 acuarelas sobre &#39,Las ciudades invisibles&#39, de Italo Calvino, adem&aacute,s de algunas piezas de &#39,Clausuras&#39,.<br /><br /><strong>Planta 3</strong>. &#39,Exposiciones temporales&#39,.</p><p>&nbsp,</p>",http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/museos_1_143_1_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00003220105_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00003220104_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00003220103_g.jpg,,,,,,,,,,
50,MASS. Museo Azul de la Semana Santa,"C/ Cuesta de San Francisco, 2",30800,Lorca,LORCA,968 472 077,,info@pasoazul.com,http://www.pasoazul.com/,,-1.699.726,37.673.250,"<p>La tradici&oacute,n del bordado lorquino, candidato a Patrimonio Cultural Inmaterial de la UNESCO, es el protagonista principal, junto con la imagen de la Stma. Virgen de los Dolores, de este museo. Por eso, usted tendr&aacute, el privilegio tambi&eacute,n de admirar el proceso de creaci&oacute,n de estas obras de arte, algunas de ellas declaradas B.I.C. (Bien de inter&eacute,s cultural), en el taller de bordados de la segunda planta.<br /><br />El Museo Azul de la Semana Santa acoge en un hist&oacute,rico edificio, el antiguo Hospital de Beneficencia de San Juan de Dios, una amplia y representativa muestra de lo mejor del patrimonio de la Hermandad de Labradores (Paso Azul). As&iacute, como un recorrido por la historia de esta cofrad&iacute,a en la Semana Santa lorquina (declarada fiesta de Inter&eacute,s Tur&iacute,stico Internacional).<br /><br />Este museo cuenta con tres plantas completamente accesibles dedicadas a ofrecer una visi&oacute,n de esta cofrad&iacute,a a trav&eacute,s de sus bordados, el taller, audiovisuales impactantes e im&aacute,genes de la historia del Paso Azul.</p><p>De lunes a viernes se puede visitar el taller de bordados.</p>",http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-50-1p_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-50-2p_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-50-3p_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-50-4p_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-50-10p_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-50-6p_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-50-7p_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-50-8p_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-50-9p_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-50-5p_g.jpg,,,,
14,MUAL. Museo Arqueológico Municipal de Lorca,"Plaza de Don Juan Moreno, s/n.",30800,Lorca,LORCA,968 406 267,,museoarqueologico@lorca.es,http://www.museoarqueologico.lorca.es,,-1.696.850,37.678.679,"<p>El Museo Arqueol&oacute,gico Municipal de Lorca reabri&oacute,&nbsp,su exposici&oacute,n permanente el 23 de dicimebre de 2015&nbsp,tras los terremotos del&nbsp,<strong>11 de mayo de 2011</strong>, para mostrar una parte importante de la Historia de Lorca a trav&eacute,s de las colecciones arqueol&oacute,gicas. El visitante se va a encontrar con un museo totalmente&nbsp,<strong>renovado a partir del desarrollo de una nueva musealizaci&oacute,n,</strong>&nbsp,con la que se ha intentado potenciar la unidad y claridad en el discurso expositivo, a partir del hilo conductor generado por las huellas dejadas por nuestros antepasados en este territorio&nbsp,<strong>desde hace 30.000 a&ntilde,os.&nbsp,</strong>Se suceden diferentes espacios donde las piezas seleccionadas se muestran teniendo presentes criterios sismoresistentes que garanticen su seguridad y la de los visitantes.</p>",http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-14-1p_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-14-2p_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-14-3p_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-14-7p_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-14-5p_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-14-6p_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-14-4p_g.jpg,,,,,,,
34,"muBBla, Museo de Bordados Paso Blanco","Conjunto Monumental de Santo Domingo, 8",30800,Lorca,LORCA,+34 968 46 18 13,,reservas@mubbla.org,http://www.mubbla.org,,-1.696.637,37.678.027,"<p><strong>muBBla</strong> es el <a href='http://www.mubbla.org/'><em>Museo de Bordados&nbsp,</em></a><a href='https://www.pasoblanco.org/'><em>Paso Blanco</em></a>, una de las cofrad&iacute,as de Semana Santa de Lorca. El conjunto monumental del convento de Santo Domingo alberga el museo (en la antigua iglesia de Santo Domingo) y la Capilla del Rosario.</p><p>Los <strong>bordados</strong> hechos a mano en sedas y oro son candidato oficial a <a href='http://www.bordadosdelorca.org/'>Patrimonio Inmaterial de la Humanidad por la UNESCO</a>. En la <em>C&aacute,mara de las Maravillas</em> podr&aacute,s ver 6 de los primeros bordados declarados BIC en Espa&ntilde,a, que son el manto de la Virgen de la Amargura y su palio, junto con el estandarte de la Oraci&oacute,n en el Huerto.</p><p>En la aneja Capilla del Rosario est&aacute,n las im&aacute,genes religiosas que acompa&ntilde,an a la Virgen de la Amargura durante las procesiones de Lorca: San Juan, Cristo en la Oraci&oacute,n en el Huerto y la Ver&oacute,nica.</p>",http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-34-1p_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-34-2p_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-34-5p_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-34-4p_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-34-3p_g.jpg,,,,,,,,,
5349,MUDEM - MUSEO DEL ENCLAVE DE LA MURALLA,"Plaza del Enclave de la Muralla, s/n",30500,Molina de Segura,MOLINA DE SEGURA,968 38 85 62 / 968 38 85 00 Ext. 2510.,,felipe.gonzalez@molinadesegura.es,,,-1.214.146,38.051.199,"<p>El Museo del Enclave de la Muralla (MUDEM) alberga parte de la muralla medieval andalus&iacute,. En total son 125 metros de yacimiento en el que destacan las torres, una de ellas es nonagonal, sin paralelos, algo infrecuente en su &eacute,poca. El objetivo es que el visitante conozca gracias a los avances tecnol&oacute,gicos, la historia de Molina desde el siglo XI hasta el XVI.</p>",http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-5349-1p_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-5349-2p_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-5349-5p_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-5349-4p_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-5349-3p_g.jpg,,,,,,,,,
86,MUPAEN. Museo de Bordados del Paso Encarnado,"Eulogio Periago, 2",30800,Lorca,LORCA,968 472 456,,,http://www.pasoencarnado.es/,,-1.696.286,37.682.191,"<p>&gt,&gt, <a class='enlaces' href='http://www.murciaturistica.es/PORTAL-2002/documentos/IYADOC13062012.pdf' target='_blank'><strong>Consultar ficha de accesibilidad</strong></a> (PDF 268 Kb)</p><p>Inaugurado el 10 de mayo de 2002, el museo se encuentra muy pr&oacute,ximo a la iglesia parroquial de San Crist&oacute,bal, sede de la Archicofrad&iacute,a.<br /><br />El museo cuenta con biblioteca, despachos, sala de reuniones y talleres de bordados. En &eacute,l podemos contemplar estandartes y banderas y las t&uacute,nicas del Tercio de Nazarenos de la Expiraci&oacute,n.</p>",http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/252003i2_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00002520031_g.jpg,,,,,,,,,,,,
